temperature,ph,humidity,soil_moisture,label,sunlight_exposure,soil_type
17.02498456,7.485996067,16.98861173,17.883769647178593,chickpea,11.450264999979892,1
19.02061277,6.920251378,17.13159126,27.05509317878045,chickpea,11.878308835344855,3
17.88776475,5.996932037,15.40589717,10.333280500159196,chickpea,9.041096449529492,3
18.86805647,6.391173589,15.65809214,19.18716957882736,chickpea,10.862606230986676,1
18.36952567,7.152811172,19.56381041,17.398324281444683,chickpea,8.922137133747439,3
20.45078582,5.988992796,15.40312102,17.39105459619854,chickpea,7.319758147818643,3
20.6543203,6.231049028,16.60820843,11.86449934520388,chickpea,8.081814024118177,1
17.3348681,7.550808267,18.74926979,20.80520694710316,chickpea,6.061224857756229,1
18.17912258,7.010570541,18.90426935,16.855989834990762,chickpea,10.898630488599764,2
18.01272266,8.753795334,18.30968112,28.194534550199293,chickpea,11.020217163366166,1
20.99373558,8.718192847,19.33470387,16.377314990448518,chickpea,7.635890092464875,3
19.46233971,7.976607593,15.22538951,18.64900555203416,chickpea,8.678865601523844,3
19.81344531,6.515499549,14.69765308,16.226574044304257,chickpea,7.22876068290824,2
18.97424756,8.490127142,19.5161216,25.460091273127905,chickpea,8.790221039706333,3
18.19737048,6.576415562,14.71070537,16.66349434113963,chickpea,11.798227277721589,3
18.72963144,6.481783043,19.18197264,25.13860270697137,chickpea,6.405853888337862,2
20.99502153,7.966605025,19.8601304,18.08944050167041,chickpea,5.381545148145534,3
20.28155898,8.140825437,16.39535215,17.54654752624201,chickpea,10.421650684226345,2
17.48042641,7.228963452,15.7559405,10.38199087623738,chickpea,8.906908007224743,1
20.88818675,6.492546046,14.32313811,26.23268612268895,chickpea,6.773495330284018,1
17.08498521,7.528599957,16.14565756,21.29377485094609,chickpea,11.451315272126989,1
20.09340593,7.701446446,15.11279612,21.98104519816333,chickpea,8.018334118522745,1
17.57212145,8.519975748,14.99927489,10.139559488060785,chickpea,10.554765223975345,2
19.12065218,6.620900869,18.43475844,21.162223655975843,chickpea,10.407197816131974,2
18.57665902,8.104396058,19.22008229,29.24766608564906,chickpea,5.3058959378719965,2
17.16606398,6.204090835,14.42457525,12.749978307351926,chickpea,5.253313913059135,2
18.2872007,6.051091339,16.67921616,19.94660520390211,chickpea,11.59541877685876,1
19.03025305,7.690962338,18.66725565,28.161800463685136,chickpea,5.35860840343292,1
17.1418614,7.829211144,17.0662427,14.94566795676447,chickpea,6.323744634948048,1
17.47809436,6.761599706,17.93253975,29.54751947015624,chickpea,10.923211331694134,1
20.56601874,6.654425315,14.25803981,25.714360682572632,chickpea,10.15340488219801,1
17.22385224,6.129533877,15.82069268,18.75329668639308,chickpea,6.570016163496534,3
19.69141713,8.829273328,19.44225438,19.77662735497598,chickpea,10.750109900367274,2
17.84851658,8.621662982,19.09172907,25.01219432511382,chickpea,10.001646028101856,2
18.8202251,8.204862075,16.1074793,23.165716293534224,chickpea,7.453287233131013,2
17.47500984,6.18042747,16.54314829,12.154437978074892,chickpea,6.789587059964622,1
18.72649425,7.978996755,17.58406365,11.480270533958736,chickpea,8.983284085491416,2
18.65580107,7.863113671,16.17772668,27.452257018012133,chickpea,8.888531866010904,3
18.2356751,6.967843048,19.68538502,13.26077622047605,chickpea,8.617777166746158,2
18.81198127,6.206582193,15.21618225,24.21622413859022,chickpea,6.709050051320754,2
18.65054116,8.868741443,17.80852431,29.99492905819812,chickpea,11.580893894371329,1
20.36720401,8.766128654,16.89574311,27.082363240405464,chickpea,9.78106760211675,3
18.38120357,8.736337905,16.63805158,20.394642863959994,chickpea,10.543237515375498,1
17.17012591,8.081095263,17.30457712,22.790242154768656,chickpea,7.622832633130679,3
19.37101121,6.138243973,15.77458129,18.080024986404176,chickpea,11.88527562971152,3
17.92845928,7.496645259,14.27327988,22.78968891335932,chickpea,8.819669834648794,3
19.45339934,8.380185271,18.23490739,14.998251504511178,chickpea,5.104412430937042,3
